sample_name,cluster_16S,cluster_18S,replicate,serial_number,project_id,project_title,project_description,project_proposal,notes,collection_date_only,collection_time_local_only,station,region,distance,degrees_latitude,degrees_longitude,Chla_wsw,Chla_<20,Chla_>20,depth_meters,depth_category,ctd_bottle_no,volume_filtered_ml,sample_collection_device,sample_collection_method,sample_material_procesing,size_fraction,env_material,sample_type,temp,salinity,pressure,temp_station,temp_depth,ctdoxy,oxygen,phosphate,silicate,nitrate,nitrite,nitrate_nitrite,nh4,dic,total_alkalinity,pCO2_uncorrected,pH_uncorrected,carbonate,OMEGA_AR,pH_corrected,pCO2_corrected,dna_sample_number,dna_conc,dna_yield,dna_yield_filtered,plate,plate_name,well_number,well_position,station_depth,ship_crs_expocode,woce_sect,date,utc_time,lat_lon,submitted_to_insdc,investigation_type,samp_mat_process,target_gene,additional_notes,notes_on_bottle_metadata,seascape_class,seascape_probability,seascape_window,transmittance,fluorescence,Hydrogen_ion,alk_dic_ratio,alk_dic_oa
GOMECC4_FLSTRAITS_Sta123_Surface_C,Cluster 1,Cluster 1,C,GOMECC4_440,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/21,19:06-04:00,Sta123,FLSTRAITS,inshore,24.735,80.622,NA,NA,NA,3,Surface,13,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.744,35.6,3,29.744_123,29.744_3,195.8,196.061,0.03512,0.83421,0.0322,0.00488,0.03708,0.18441,2024.47,2364.81,288.67,8.08661,238.584,3.916,8.026,427,440,2.955,443.25,221.625,Plate5,GOMECC2021_Plate5,46,F6,123_3,WBTSRHB,RB2103,10/17/21,23:09+00:00,24.735_80.622,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,15,0.601499379,8-day,4.6,0.0424,9.42E-09,1.168113136,High
GOMECC4_PANAMACITY_Sta28_Surface_A,Cluster 1,Cluster 1,A,GOMECC4_090,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/21/21,14:30-04:00,Sta28,PANAMACITY,offshore,28,86.62,NA,NA,NA,2,Surface,24,1940,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.703,33.265,2,28.703_28,28.703_2,200.5,199.189,0.07821,1.1751,0.4282,0.0088,0.437,0.4018,1980.08,2313.05,280.12,8.10887,223.108,3.89,8.068,380,90,1.929,289.35,149.1494845,Plate3,GOMECC2021_Plate3,55,G7,28_2,WBTSRHB,RB2103,9/21/21,19:11+00:00,28_86.62,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,11,0.461673886,8-day,4.5612,0.0367,8.55E-09,1.168159872,High
GOMECC4_PANAMACITY_Sta28_Surface_B,Cluster 1,Cluster 1,B,GOMECC4_091,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/21/21,14:30-04:00,Sta28,PANAMACITY,offshore,28,86.62,NA,NA,NA,2,Surface,24,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.703,33.265,2,28.703_28,28.703_2,200.5,199.189,0.07821,1.1751,0.4282,0.0088,0.437,0.4018,1980.08,2313.05,280.12,8.10887,223.108,3.89,8.068,380,91,2.215,332.25,167.8030303,Plate3,GOMECC2021_Plate3,62,F8,28_2,WBTSRHB,RB2103,9/21/21,19:11+00:00,28_86.62,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,11,0.461673886,8-day,4.5612,0.0367,8.55E-09,1.168159872,High
GOMECC4_PANAMACITY_Sta28_Surface_C,Cluster 1,Cluster 1,C,GOMECC4_092,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,AM cast,9/21/21,14:30-04:00,Sta28,PANAMACITY,offshore,28,86.62,NA,NA,NA,2,Surface,24,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.703,33.265,2,28.703_28,28.703_2,200.5,199.189,0.07821,1.1751,0.4282,0.0088,0.437,0.4018,1980.08,2313.05,280.12,8.10887,223.108,3.89,8.068,380,92,3.29,493.5,246.75,Plate3,GOMECC2021_Plate3,48,H6,28_2,WBTSRHB,RB2103,9/21/21,19:11+00:00,28_86.62,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 14.,11,0.461673886,8-day,4.5612,0.0367,8.55E-09,1.168159872,High
GOMECC4_LA_Sta39_Surface_A,Cluster 1,Cluster 1,A,GOMECC4_135,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,AM cast,9/25/21,16:55-04:00,Sta39,LA,offshore,27.737,89.999,NA,NA,NA,3,Surface,19,1840,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.541,36.228,3,28.541_39,28.541_3,196.2,195.584,0.01365,1.22399,0,0.00293,0.00195,0.36963,2038.84,2381.76,295.14,8.08889,229.719,3.892,8.037,416,135,0.6024,90.36,49.10869565,Plate1,GOMECC2021_Plate1,92,D12,39_3,WBTSRHB,RB2103,9/25/21,21:15+00:00,27.737_89.999,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",Bag leaked.,Bottle 20.,13,0.459246934,monthly,4.2648,0.033,9.18E-09,1.168193679,High
GOMECC4_LA_Sta39_Surface_B,Cluster 1,Cluster 1,B,GOMECC4_136,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/25/21,16:55-04:00,Sta39,LA,offshore,27.737,89.999,NA,NA,NA,3,Surface,19,2060,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.541,36.228,3,28.541_39,28.541_3,196.2,195.584,0.01365,1.22399,0,0.00293,0.00195,0.36963,2038.84,2381.76,295.14,8.08889,229.719,3.892,8.037,416,136,0.3652,54.78,26.59223301,Plate1,GOMECC2021_Plate1,94,F12,39_3,WBTSRHB,RB2103,9/25/21,21:15+00:00,27.737_89.999,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,13,0.459246934,monthly,4.2648,0.033,9.18E-09,1.168193679,High
GOMECC4_LA_Sta39_Surface_C,Cluster 1,Cluster 1,C,GOMECC4_137,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/25/21,16:55-04:00,Sta39,LA,offshore,27.737,89.999,NA,NA,NA,3,Surface,19,2100,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.541,36.228,3,28.541_39,28.541_3,196.2,195.584,0.01365,1.22399,0,0.00293,0.00195,0.36963,2038.84,2381.76,295.14,8.08889,229.719,3.892,8.037,416,137,0.6164,92.46,44.02857143,Plate1,GOMECC2021_Plate1,90,B12,39_3,WBTSRHB,RB2103,9/25/21,21:15+00:00,27.737_89.999,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,13,0.459246934,monthly,4.2648,0.033,9.18E-09,1.168193679,High
GOMECC4_FLSTRAITS_Sta122_Surface_A,Cluster 1,Cluster 1,A,GOMECC4_429,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/21,16:39-04:00,Sta122,FLSTRAITS,offshore,24.517,80.63,NA,NA,NA,3,Surface,15,2100,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.745,35.747,3,28.745_122,28.745_3,196.9,195.797,0.02146,1.46338,0.03415,0.00098,0.03512,0.14048,2025.49,2370.12,288.99,8.08938,228.473,3.931,8.045,406,429,0.8657,129.855,61.83571429,Plate5,GOMECC2021_Plate5,47,G6,122_3,WBTSRHB,RB2103,10/17/21,20:50+00:00,24.517_80.63,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,5,0.49897185,8-day,4.6132,0.0349,9.02E-09,1.170146483,High
GOMECC4_FLSTRAITS_Sta122_Surface_B,Cluster 1,Cluster 1,B,GOMECC4_430,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/21,16:39-04:00,Sta122,FLSTRAITS,offshore,24.517,80.63,NA,NA,NA,3,Surface,15,2040,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.745,35.747,3,28.745_122,28.745_3,196.9,195.797,0.02146,1.46338,0.03415,0.00098,0.03512,0.14048,2025.49,2370.12,288.99,8.08938,228.473,3.931,8.045,406,430,0.3737,56.055,27.47794118,Plate5,GOMECC2021_Plate5,45,E6,122_3,WBTSRHB,RB2103,10/17/21,20:50+00:00,24.517_80.63,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 1.,5,0.49897185,8-day,4.6132,0.0349,9.02E-09,1.170146483,High
GOMECC4_FLSTRAITS_Sta122_Surface_C,Cluster 1,Cluster 1,C,GOMECC4_431,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/17/21,16:39-04:00,Sta122,FLSTRAITS,offshore,24.517,80.63,NA,NA,NA,3,Surface,15,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.745,35.747,3,28.745_122,28.745_3,196.9,195.797,0.02146,1.46338,0.03415,0.00098,0.03512,0.14048,2025.49,2370.12,288.99,8.08938,228.473,3.931,8.045,406,431,0.9478,142.17,71.085,Plate5,GOMECC2021_Plate5,48,H6,122_3,WBTSRHB,RB2103,10/17/21,20:50+00:00,24.517_80.63,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 1.,5,0.49897185,8-day,4.6132,0.0349,9.02E-09,1.170146483,High
GOMECC4_CATOCHE_Sta107_Surface_A,Cluster 1,Cluster 1,A,GOMECC4_372,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/14/21,13:47-04:00,Sta107,CATOCHE,offshore,23.088,86.273,0.036,0.03,0.006,3,Surface,24,1960,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.994,36.278,3,29.994_107,29.994_3,193.9,193.58,0.01561,1.28087,0.01561,0.00683,0.02244,0.14535,2028.01,2373.4,282.33,8.0955,234.289,3.946,8.02,432,372,0.535,80.25,40.94387755,Plate5,GOMECC2021_Plate5,50,B7,107_3,WBTSRHB,RB2103,10/14/21,18:16+00:00,23.088_86.273,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 18.,5,0.451076895,8-day,4.6358,0.034,9.55E-09,1.170309811,High
GOMECC4_CATOCHE_Sta107_Surface_B,Cluster 1,Cluster 1,B,GOMECC4_373,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/14/21,13:47-04:00,Sta107,CATOCHE,offshore,23.088,86.273,0.036,0.03,0.006,3,Surface,24,1980,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.994,36.278,3,29.994_107,29.994_3,193.9,193.58,0.01561,1.28087,0.01561,0.00683,0.02244,0.14535,2028.01,2373.4,282.33,8.0955,234.289,3.946,8.02,432,373,0.9401,141.015,71.21969697,Plate5,GOMECC2021_Plate5,54,F7,107_3,WBTSRHB,RB2103,10/14/21,18:16+00:00,23.088_86.273,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,5,0.451076895,8-day,4.6358,0.034,9.55E-09,1.170309811,High
GOMECC4_CATOCHE_Sta107_Surface_C,Cluster 1,Cluster 1,C,GOMECC4_374,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/14/21,13:47-04:00,Sta107,CATOCHE,offshore,23.088,86.273,0.036,0.03,0.006,3,Surface,24,2100,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.994,36.278,3,29.994_107,29.994_3,193.9,193.58,0.01561,1.28087,0.01561,0.00683,0.02244,0.14535,2028.01,2373.4,282.33,8.0955,234.289,3.946,8.02,432,374,0.5938,89.07,42.41428571,Plate5,GOMECC2021_Plate5,53,E7,107_3,WBTSRHB,RB2103,10/14/21,18:16+00:00,23.088_86.273,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,5,0.451076895,8-day,4.6358,0.034,9.55E-09,1.170309811,High
GOMECC4_27N_Sta4_Surface_A,Cluster 1,Cluster 1,A,GOMECC4_015,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/14/21,19:47-04:00,Sta4,27N,offshore,26.994,79.859,NA,NA,NA,2,Surface,17,2080,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.389,35.1,2,29.389_4,29.389_2,196.6,196.399,0.00586,1.33377,0.07518,0.00488,0.08007,0.42474,2021.31,2366.3,279.6,8.09839,230.952,3.982,8.045,407,15,2.415,362.25,174.1586538,Plate4,GOMECC2021_Plate4,24,H3,4_2,WBTSRHB,RB2103,9/15/21,1:00+00:00,26.994_79.859,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,15,0.494018734,8-day,4.6963,0.0343,9.02E-09,1.170676443,High
GOMECC4_27N_Sta4_Surface_B,Cluster 1,Cluster 1,B,GOMECC4_016,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/14/21,19:47-04:00,Sta4,27N,offshore,26.994,79.859,NA,NA,NA,2,Surface,17,2100,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.389,35.1,2,29.389_4,29.389_2,196.6,196.399,0.00586,1.33377,0.07518,0.00488,0.08007,0.42474,2021.31,2366.3,279.6,8.09839,230.952,3.982,8.045,407,16,0.8617,129.255,61.55,Plate4,GOMECC2021_Plate4,32,H4,4_2,WBTSRHB,RB2103,9/15/21,1:00+00:00,26.994_79.859,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 14.,15,0.494018734,8-day,4.6963,0.0343,9.02E-09,1.170676443,High
GOMECC4_27N_Sta4_Surface_C,Cluster 1,Cluster 1,C,GOMECC4_017,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/14/21,19:47-04:00,Sta4,27N,offshore,26.994,79.859,NA,NA,NA,2,Surface,17,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.389,35.1,2,29.389_4,29.389_2,196.6,196.399,0.00586,1.33377,0.07518,0.00488,0.08007,0.42474,2021.31,2366.3,279.6,8.09839,230.952,3.982,8.045,407,17,1.826,273.9,136.95,Plate4,GOMECC2021_Plate4,27,C4,4_2,WBTSRHB,RB2103,9/15/21,1:00+00:00,26.994_79.859,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,15,0.494018734,8-day,4.6963,0.0343,9.02E-09,1.170676443,High
GOMECC4_LA_Sta38_Surface_A,Cluster 1,Cluster 1,A,GOMECC4_126,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/25/21,10:05-04:00,Sta38,LA,offshore,27.584,89.999,0.093,0.089,0.004,3,Surface,23,1840,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.512,36.199,3,28.5119999999999_38,28.5119999999999_3,195.7,195.733,0.02634,1.02616,0.0039,0.00195,0.00585,0.36969,2037.53,2385.46,298.54,8.08794,234.167,3.947,8.045,407,126,0.9855,147.825,80.33967391,Plate1,GOMECC2021_Plate1,77,E10,38_3,WBTSRHB,RB2103,9/25/21,14:34+00:00,27.584_89.999,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,13,0.459246934,monthly,4.6454,0.0333,9.02E-09,1.170760676,High
GOMECC4_LA_Sta38_Surface_B,Cluster 1,Cluster 1,B,GOMECC4_127,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/25/21,10:05-04:00,Sta38,LA,offshore,27.584,89.999,0.093,0.089,0.004,3,Surface,23,1940,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.512,36.199,3,28.5119999999999_38,28.5119999999999_3,195.7,195.733,0.02634,1.02616,0.0039,0.00195,0.00585,0.36969,2037.53,2385.46,298.54,8.08794,234.167,3.947,8.045,407,127,0.568,85.2,43.91752577,Plate1,GOMECC2021_Plate1,79,G10,38_3,WBTSRHB,RB2103,9/25/21,14:34+00:00,27.584_89.999,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,13,0.459246934,monthly,4.6454,0.0333,9.02E-09,1.170760676,High
GOMECC4_LA_Sta38_Surface_C,Cluster 1,Cluster 1,C,GOMECC4_128,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,9/25/21,10:05-04:00,Sta38,LA,offshore,27.584,89.999,0.093,0.089,0.004,3,Surface,23,1920,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.512,36.199,3,28.5119999999999_38,28.5119999999999_3,195.7,195.733,0.02634,1.02616,0.0039,0.00195,0.00585,0.36969,2037.53,2385.46,298.54,8.08794,234.167,3.947,8.045,407,128,0.7981,119.715,62.3515625,Plate1,GOMECC2021_Plate1,85,E11,38_3,WBTSRHB,RB2103,9/25/21,14:34+00:00,27.584_89.999,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,13,0.459246934,monthly,4.6454,0.0333,9.02E-09,1.170760676,High
GOMECC4_CAPECORAL_Sta132_DCM_A,Cluster 1,Cluster 1,A,GOMECC4_453,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/19/21,14:25-04:00,Sta132,CAPECORAL,inshore,26.62,83.24,NA,NA,NA,20,DCM,7,1960,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.602,35.909,20,28.6019999999999_132,28.6019999999999_20,189.1,196.283,0.03024,1.66402,0.03999,0.00488,0.04487,0.1151,2039.56,2387.98,292.29,8.08218,231.06,3.961,8.047,406,453,0.6542,98.13,50.06632653,Plate6,GOMECC2021_Plate6,13,E2,132_20,WBTSRHB,RB2103,10/19/21,18:28+00:00,26.62_83.24,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,Bottle 7.,15,0.450101376,8-day,4.7075,0.0357,8.97E-09,1.170830964,High
GOMECC4_CAPECORAL_Sta132_DCM_B,Cluster 1,Cluster 1,B,GOMECC4_454,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/19/21,14:25-04:00,Sta132,CAPECORAL,inshore,26.62,83.24,NA,NA,NA,20,DCM,7,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.602,35.909,20,28.6019999999999_132,28.6019999999999_20,189.1,196.283,0.03024,1.66402,0.03999,0.00488,0.04487,0.1151,2039.56,2387.98,292.29,8.08218,231.06,3.961,8.047,406,454,0.9254,138.81,69.405,Plate6,GOMECC2021_Plate6,12,D2,132_20,WBTSRHB,RB2103,10/19/21,18:28+00:00,26.62_83.24,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,15,0.450101376,8-day,4.7075,0.0357,8.97E-09,1.170830964,High
GOMECC4_CAPECORAL_Sta132_DCM_C,Cluster 1,Cluster 1,C,GOMECC4_455,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,,10/19/21,14:25-04:00,Sta132,CAPECORAL,inshore,26.62,83.24,NA,NA,NA,20,DCM,7,2040,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,28.602,35.909,20,28.6019999999999_132,28.6019999999999_20,189.1,196.283,0.03024,1.66402,0.03999,0.00488,0.04487,0.1151,2039.56,2387.98,292.29,8.08218,231.06,3.961,8.047,406,455,1.454,218.1,106.9117647,Plate6,GOMECC2021_Plate6,8,H1,132_20,WBTSRHB,RB2103,10/19/21,18:28+00:00,26.62_83.24,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,15,0.450101376,8-day,4.7075,0.0357,8.97E-09,1.170830964,High
GOMECC4_VERACRUZ_Sta85_Surface_A,Cluster 1,Cluster 1,A,GOMECC4_264,gomecc4,Assessing Ecosystem Responses of Gulf of Mexico Communities to OA using Environmental DNA,https://docs.google.com/document/d/1zf4T6ywQuVvSmMjoy13BDiqll27xVkGZ1fBcrev5jtg,https://docs.google.com/document/d/1n_Q-OjSPowot4hpHKYCxl50HwdaskSnl,NA,10/7/21,19:00-04:00,Sta85,VERACRUZ,offshore,20.601,94.29,0.11,0.078,0.032,4,Surface,23,2000,Niskin bottle,CTD rosette,Pumped through Sterivex filter (0.22um) using peristaltic pump,Greater than 0.22um,water,seawater,29.387,36.434,4,29.3869999999999_85,29.3869999999999_4,195,195.321,0.0273,1.11263,0,0.00585,0.00585,1.00634,2057.36,2408.95,292.37,8.09068,236.238,4.01,8.031,426,264,0.9807,147.105,73.5525,Plate2,GOMECC2021_Plate2,70,F9,85_4,WBTSRHB,RB2103,10/7/21,23:41+00:00,20.601_94.29,SRA,mimarks-survey,"{filtering of seawater, freezing filters}","{16S rRNA, 18S rRNA}",,,3,0.519243121,8-day,4.6237,0.0354,9.31E-09,1.170893767,High
